sessions_last30,minutes_watched,completion_rate,last_active_days,quizzes_attempted,avg_score,streak_days,support_tickets,forum_posts,assignments_submitted,late_submissions,payment_delay_days,subscription_type,device,country,dropped_out
12,220.87,0.583,57,15,0.746,11,1,0,8,1,22,basic,mobile,AR,0
35,624.12,0.498,24,12,0.57,5,0,0,6,1,26,pro,desktop,AR,0
41,785.52,0.896,54,6,0.761,1,1,1,8,1,2,free,mobile,AR,0
30,937.17,0.696,23,19,0.622,29,0,0,11,3,13,pro,desktop,CL,0
51,757.73,0.875,26,14,0.556,15,0,2,7,2,38,pro,desktop,MX,0
55,1129.36,0.653,41,18,1.0,10,0,0,2,0,16,basic,mobile,AR,0
7,170.88,0.616,23,19,0.86,11,1,1,1,0,31,free,desktop,AR,0
57,1059.52,0.413,8,10,0.752,7,0,2,6,0,27,basic,mobile,AR,0
36,1152.97,0.602,53,7,0.641,3,0,2,5,1,0,free,mobile,UY,1
38,597.81,0.603,27,18,0.653,27,0,1,7,0,42,pro,mobile,CO,0
5,99.72,0.327,55,19,0.931,3,0,1,8,1,43,basic,desktop,AR,1
37,488.67,0.492,23,2,0.746,11,0,1,2,0,30,pro,desktop,CO,0
43,683.31,0.535,58,12,0.238,4,0,1,8,1,7,basic,desktop,PE,0
34,662.78,0.683,36,12,1.0,27,0,2,11,1,38,free,desktop,CO,0
5,115.39,0.692,46,14,0.727,6,2,1,3,0,0,basic,tablet,PE,1
31,617.35,0.484,45,19,0.752,11,0,3,11,3,22,pro,mobile,CL,0
56,1431.06,0.694,12,5,0.863,22,1,2,11,0,19,basic,desktop,AR,0
43,749.5,0.564,48,19,0.77,17,0,2,5,1,31,free,mobile,PE,1
8,128.06,0.026,56,12,0.812,11,0,1,9,0,6,pro,tablet,PE,1
57,1950.76,0.503,39,1,0.636,16,0,0,11,2,39,free,mobile,AR,0
57,1160.83,0.816,56,10,0.516,13,3,2,10,1,25,pro,mobile,MX,0
10,136.83,0.264,50,2,0.742,8,1,1,4,1,11,free,mobile,MX,1
48,664.05,0.623,39,19,0.915,17,0,3,7,0,14,pro,mobile,CL,1
24,296.25,0.917,28,15,0.603,10,0,2,7,2,30,basic,desktop,MX,1
35,826.68,0.448,51,18,0.591,28,1,0,4,1,8,free,mobile,AR,1
26,411.16,0.6,11,12,0.883,13,0,2,7,1,13,free,mobile,CL,1
46,863.15,0.339,33,7,0.631,22,0,1,11,3,44,free,desktop,AR,0
59,1039.52,0.925,48,8,0.638,7,0,3,0,0,39,basic,desktop,AR,0
47,1052.28,0.583,56,18,0.644,19,0,1,10,1,14,basic,desktop,CL,0
55,710.57,0.609,16,3,0.69,16,1,5,4,1,25,free,tablet,AR,0
56,646.61,0.871,5,17,0.464,22,0,0,9,0,18,basic,mobile,CL,0
5,96.73,0.732,20,8,0.619,13,0,2,1,0,9,pro,mobile,AR,0
15,324.09,0.425,51,11,0.735,21,0,5,10,1,13,free,mobile,CL,1
43,859.79,0.471,31,13,0.733,1,1,2,5,0,4,basic,mobile,AR,0
35,460.01,0.699,3,1,0.874,20,0,0,10,1,37,pro,mobile,AR,0
3,66.19,0.475,7,2,0.976,22,1,3,5,1,11,basic,desktop,CO,0
5,67.68,0.177,20,3,0.927,14,0,2,8,2,8,pro,mobile,MX,1
31,460.99,0.589,20,15,0.837,1,0,1,7,2,28,basic,desktop,MX,0
36,444.11,0.304,8,1,0.678,17,1,2,2,0,5,basic,desktop,MX,0
10,258.07,0.923,29,12,0.607,23,0,1,2,0,43,pro,mobile,AR,0
10,218.01,0.635,28,2,0.703,13,0,3,6,1,39,free,mobile,AR,0
7,151.41,0.419,11,15,0.788,2,0,1,5,1,18,basic,mobile,AR,1
33,840.95,0.46,13,19,0.823,11,0,2,7,1,8,basic,desktop,CO,0
0,0.0,0.222,39,8,0.793,29,0,3,9,2,6,free,mobile,MX,1
34,263.32,0.38,57,4,0.682,8,0,4,9,2,38,basic,desktop,CO,1
28,379.95,0.803,59,8,0.818,15,0,2,0,0,19,pro,mobile,PE,0
27,386.18,1.0,33,13,0.889,10,0,2,5,2,26,free,desktop,AR,1
40,515.8,0.745,2,14,0.832,21,0,1,1,0,5,basic,mobile,PE,0
31,357.57,0.582,53,12,0.695,12,0,0,6,1,37,free,mobile,MX,1
43,696.69,0.514,57,11,0.575,11,1,1,6,1,23,free,mobile,MX,1
45,481.52,0.409,16,12,0.571,17,3,2,11,2,3,basic,desktop,CL,1
55,1100.56,1.0,24,4,0.598,17,0,3,4,0,3,free,mobile,CL,0
47,860.58,0.562,1,4,0.739,14,0,2,5,0,43,basic,desktop,AR,0
31,647.47,1.0,48,18,0.778,7,0,2,6,0,2,free,mobile,AR,0
29,610.34,0.879,46,11,0.488,3,0,2,1,0,13,pro,desktop,AR,0
14,302.65,0.252,1,17,0.624,20,0,4,0,0,0,pro,desktop,AR,1
35,551.58,0.467,42,12,0.736,10,0,2,8,0,2,free,mobile,AR,0
8,245.81,0.466,24,9,0.565,18,1,2,3,0,36,free,mobile,AR,1
55,1067.36,0.584,32,11,0.765,11,1,2,4,1,34,free,mobile,UY,0
50,341.25,0.588,13,13,0.654,25,0,2,11,2,14,free,mobile,AR,0
7,83.9,1.0,48,3,0.591,21,0,5,2,0,8,basic,mobile,UY,0
47,355.18,0.385,24,9,0.708,12,0,0,10,1,11,basic,mobile,MX,0
7,126.73,0.646,50,14,0.759,9,1,2,7,1,15,basic,desktop,AR,0
43,742.57,0.723,8,1,0.573,22,0,2,3,0,34,pro,mobile,AR,0
5,75.95,0.6,35,1,0.664,0,0,2,11,1,26,pro,desktop,AR,0
29,871.9,0.622,18,3,0.77,1,0,1,7,1,19,basic,mobile,AR,1
39,830.46,0.391,57,11,0.586,2,2,3,3,0,3,basic,mobile,AR,1
43,961.33,0.621,33,4,0.451,10,0,0,5,0,5,basic,mobile,PE,0
25,310.34,0.702,43,8,0.47,14,0,0,4,0,9,basic,desktop,AR,0
55,660.28,0.666,5,2,0.637,8,0,1,10,1,9,free,desktop,MX,0
46,838.16,0.714,40,5,0.502,5,0,2,5,0,22,free,mobile,CL,1
12,228.46,0.883,6,0,0.648,9,0,2,0,0,38,free,desktop,MX,1
40,274.49,0.787,21,16,0.95,14,2,1,8,0,18,free,mobile,UY,0
43,727.48,0.614,13,9,0.493,8,0,2,9,2,14,basic,mobile,CL,0
20,361.69,0.366,0,3,0.658,17,0,1,4,1,25,basic,mobile,AR,1
44,735.2,0.48,35,10,1.0,11,2,1,11,3,3,basic,desktop,UY,0
53,695.34,0.556,14,18,0.761,28,0,0,5,1,32,pro,mobile,UY,0
49,723.38,0.65,30,16,0.645,29,0,0,3,1,2,free,mobile,CO,0
45,762.25,0.504,45,17,0.676,19,0,2,8,1,15,pro,mobile,CO,1
38,704.7,0.413,10,8,0.764,16,0,2,1,0,42,free,desktop,CL,0
16,346.06,0.362,42,7,0.954,0,0,0,11,1,18,free,tablet,MX,1
47,1150.8,0.27,17,6,0.62,18,0,1,8,2,33,free,mobile,AR,0
21,340.91,0.553,19,6,0.586,11,0,2,3,1,12,free,desktop,MX,1
31,473.15,0.306,34,18,0.493,8,0,1,0,0,38,free,desktop,PE,1
18,371.27,0.4,37,2,0.715,23,0,2,7,1,15,basic,tablet,AR,1
18,389.97,0.521,39,17,0.489,1,0,1,7,1,10,free,mobile,MX,1
9,138.55,0.333,11,18,0.63,7,0,4,9,1,2,free,mobile,CO,1
57,1296.31,0.676,34,16,0.564,23,1,2,3,1,13,free,mobile,AR,0
8,191.02,0.748,15,12,0.861,27,0,4,2,0,26,basic,desktop,MX,0
5,128.75,0.49,16,17,0.624,15,0,1,4,1,2,basic,mobile,CO,0
56,1605.52,0.513,56,0,0.76,15,0,0,9,1,7,free,mobile,AR,0
33,422.45,0.707,6,16,0.459,29,0,1,10,2,15,free,desktop,AR,1
26,470.17,0.457,24,10,0.72,2,0,2,4,0,32,basic,desktop,AR,1
44,794.98,0.443,26,19,0.52,14,0,1,0,0,26,basic,mobile,AR,1
22,383.05,0.839,14,1,0.636,7,0,1,1,0,1,basic,mobile,CL,1
7,98.73,0.777,47,18,1.0,14,0,2,6,1,1,basic,mobile,CO,1
43,390.73,0.72,29,11,0.84,27,0,1,0,0,2,free,mobile,AR,1
10,185.56,0.785,43,2,0.681,17,0,1,8,2,14,basic,mobile,MX,1
33,441.87,0.205,23,10,1.0,29,0,0,0,0,12,basic,mobile,AR,1
56,1036.89,0.871,53,0,0.563,15,0,1,5,0,5,pro,mobile,PE,0
56,741.2,0.678,43,1,0.875,25,0,4,9,1,19,free,tablet,AR,0
21,239.44,0.802,19,10,0.47,5,0,1,5,2,26,basic,mobile,CO,0
46,892.67,0.677,57,16,0.663,9,0,2,8,1,31,basic,mobile,AR,0
36,680.6,0.61,51,2,0.498,8,1,3,4,1,44,basic,mobile,CO,1
28,601.32,0.545,35,5,0.739,23,0,1,9,0,31,basic,desktop,CL,0
8,248.92,0.673,0,7,0.708,15,2,4,5,0,44,pro,mobile,UY,1
22,432.6,0.538,35,10,0.654,6,1,1,9,1,43,free,mobile,CL,1
39,815.51,0.774,41,0,0.864,5,1,0,11,1,38,free,mobile,PE,0
59,680.54,0.283,21,12,0.615,11,0,1,4,1,15,free,mobile,CL,0
0,0.0,0.492,8,9,0.749,4,1,0,2,0,1,basic,mobile,AR,0
43,1182.37,1.0,33,19,0.823,20,1,3,11,2,2,basic,desktop,MX,0
50,622.96,0.475,48,6,0.478,25,0,1,8,0,39,basic,mobile,AR,1
57,668.97,0.552,19,9,0.588,29,1,3,10,0,38,basic,desktop,CO,1
25,444.14,0.423,27,1,0.708,7,2,0,4,1,13,basic,mobile,AR,1
7,122.21,0.667,0,18,0.795,13,0,1,4,0,32,basic,desktop,CO,1
16,201.36,0.453,42,16,0.913,15,0,0,1,0,20,free,tablet,CL,0
51,824.68,0.563,51,7,0.668,14,0,0,9,1,3,free,mobile,MX,0
52,1319.57,0.77,46,9,0.653,13,0,1,10,1,29,free,desktop,CO,0
38,500.23,0.46,25,17,0.569,6,0,3,9,2,3,pro,mobile,MX,0
7,67.47,0.758,2,5,0.749,3,1,1,3,1,5,free,desktop,MX,0
7,165.59,0.764,29,4,0.655,12,0,1,5,1,21,free,mobile,MX,0
28,586.71,0.811,56,4,0.659,2,0,1,5,1,3,free,tablet,MX,1
35,499.69,0.628,5,14,0.686,1,0,1,1,0,15,basic,mobile,CO,0
1,8.51,1.0,12,4,0.783,15,0,2,0,0,33,pro,mobile,AR,0
41,554.82,0.811,50,1,0.615,25,0,1,4,1,26,pro,mobile,AR,0
32,565.5,0.665,34,3,0.584,16,0,1,6,0,2,free,mobile,CO,0
0,0.0,0.425,10,19,0.765,0,0,4,11,1,9,basic,desktop,MX,0
5,58.9,0.581,1,17,0.246,25,1,1,10,1,44,free,desktop,PE,0
27,472.31,0.885,24,19,0.609,20,0,1,8,1,43,pro,mobile,UY,1
43,948.19,0.942,35,5,0.527,9,2,1,11,1,41,basic,desktop,PE,1
49,181.91,0.896,50,8,0.88,8,1,3,9,3,23,free,mobile,MX,1
25,605.07,0.757,53,9,0.634,26,0,0,6,1,19,basic,desktop,CO,0
17,185.39,0.349,27,10,0.616,14,0,3,10,1,33,basic,mobile,AR,1
58,1159.53,0.697,25,0,0.693,4,1,0,11,0,43,pro,mobile,AR,0
27,525.96,0.352,55,11,0.611,8,2,2,2,0,5,free,mobile,CO,1
18,441.14,0.303,46,0,0.64,7,0,1,3,0,40,pro,mobile,CO,0
26,553.94,0.648,12,5,0.715,12,0,1,11,4,27,free,desktop,AR,0
0,0.0,0.705,40,5,0.637,10,0,2,0,0,6,free,tablet,PE,1
18,239.24,0.781,42,13,0.636,16,0,3,6,1,38,basic,mobile,PE,1
30,564.88,0.699,14,17,0.548,9,1,1,4,1,1,basic,mobile,AR,0
55,925.66,0.706,58,13,0.527,19,0,2,8,2,1,pro,mobile,AR,0
44,918.09,0.403,17,8,0.709,14,2,1,11,0,16,basic,desktop,PE,0
46,1045.87,0.579,32,10,0.746,28,0,0,3,0,24,basic,mobile,AR,0
32,692.82,0.299,29,10,0.486,24,0,1,2,1,19,free,desktop,AR,0
6,100.29,0.199,41,2,0.814,9,0,0,3,1,11,pro,desktop,MX,0
23,159.21,0.748,54,19,0.815,1,0,1,8,0,29,basic,mobile,CO,1
59,900.76,0.449,23,18,0.846,17,0,2,4,0,21,basic,tablet,CO,0
2,41.0,0.774,23,4,0.745,10,0,1,7,1,5,pro,mobile,MX,0
52,595.78,0.822,45,2,0.796,27,0,1,4,1,36,free,desktop,PE,0
41,893.29,0.476,57,3,1.0,12,0,1,8,1,13,pro,mobile,MX,0
17,398.66,0.718,54,12,0.655,8,0,1,0,0,31,basic,mobile,MX,0
46,863.02,0.468,45,0,0.543,10,0,3,4,0,15,pro,mobile,AR,1
50,150.0,0.231,42,2,0.47,25,0,1,3,0,33,basic,desktop,CL,1
2,20.66,0.625,46,12,0.963,3,0,2,7,1,12,basic,mobile,CL,1
6,175.9,0.506,56,2,0.965,28,0,1,7,1,9,pro,desktop,AR,0
39,574.11,0.512,0,1,0.561,7,0,0,8,0,3,basic,mobile,CL,0
59,359.61,0.995,35,0,0.591,25,1,1,10,2,37,free,mobile,AR,1
1,25.41,0.295,2,14,0.651,16,0,1,9,2,32,basic,desktop,AR,0
39,705.13,0.677,34,7,0.884,17,0,1,0,0,27,basic,mobile,MX,0
8,197.04,0.401,23,5,0.507,6,0,0,8,1,27,pro,mobile,AR,1
39,766.81,0.782,18,12,0.405,21,0,1,0,0,3,pro,mobile,AR,0
37,767.8,0.66,53,3,1.0,19,0,3,4,0,18,free,mobile,CO,0
5,100.89,0.676,42,10,0.747,14,1,3,7,1,38,free,mobile,CO,1
40,887.4,0.411,34,9,0.768,13,0,2,3,1,13,free,mobile,MX,1
53,1678.22,0.447,52,13,0.669,17,0,1,8,2,2,basic,desktop,AR,0
51,1215.13,0.785,5,12,0.77,14,2,3,9,2,37,pro,desktop,MX,0
1,8.52,0.954,38,13,0.473,29,1,0,7,1,1,basic,mobile,CO,0
14,289.52,0.696,9,4,0.574,1,1,1,6,3,30,pro,desktop,AR,0
14,347.88,0.421,13,2,0.716,7,1,2,11,3,37,basic,mobile,AR,0
27,680.84,0.668,11,10,0.359,25,0,3,7,1,33,basic,mobile,CL,0
8,123.52,1.0,32,1,0.655,23,0,0,2,0,0,pro,mobile,CL,0
51,1274.47,0.62,37,9,0.645,10,0,2,7,0,40,free,mobile,AR,0
46,1084.06,0.892,45,12,0.655,15,1,1,5,1,3,basic,mobile,AR,0
48,1604.89,0.452,26,16,0.617,0,0,1,0,0,38,free,mobile,CL,0
11,148.5,0.592,56,13,0.551,5,0,1,10,4,0,free,mobile,MX,1
0,0.0,0.724,22,19,0.427,28,0,2,9,1,22,basic,mobile,MX,1
54,872.82,0.679,9,11,0.722,19,0,3,7,1,39,free,mobile,UY,0
17,256.0,0.447,2,8,0.655,1,0,3,8,2,11,basic,mobile,AR,1
39,493.74,0.438,7,4,0.494,23,0,2,6,2,2,free,mobile,CO,1
54,162.0,0.798,26,13,0.709,12,0,4,4,0,3,basic,desktop,AR,0
2,30.78,0.838,24,16,0.656,17,0,1,11,5,16,free,mobile,CO,0
0,0.0,0.902,51,6,0.631,25,0,2,6,1,16,pro,mobile,CO,1
0,0.0,0.961,7,1,0.376,25,0,2,4,0,9,basic,mobile,MX,0
9,266.51,0.627,15,0,0.802,4,1,1,8,1,20,pro,mobile,MX,0
3,54.24,0.538,58,12,0.515,10,1,5,1,0,15,basic,desktop,MX,1
49,1261.56,0.87,1,13,0.709,8,0,2,3,1,26,free,desktop,CO,1
36,704.47,0.743,25,2,0.579,27,1,0,1,0,13,basic,mobile,AR,1
58,1331.59,0.404,11,0,0.642,23,0,3,1,0,14,free,mobile,AR,0
48,944.42,0.393,32,13,0.873,19,0,3,9,2,39,basic,mobile,PE,0
57,1494.12,0.698,58,7,0.78,1,0,0,5,1,35,basic,desktop,MX,0
14,256.7,0.565,13,8,0.87,24,0,3,10,2,34,pro,desktop,AR,1
17,356.6,0.595,22,5,0.75,16,0,0,7,2,17,pro,mobile,UY,1
50,1009.9,0.815,26,14,0.759,8,0,2,2,0,39,free,tablet,UY,1
14,227.78,0.752,47,14,0.433,13,0,0,2,0,15,basic,mobile,CL,0
3,61.29,0.866,59,1,0.652,13,0,0,5,0,32,basic,tablet,MX,1
40,1256.25,0.214,5,1,0.666,8,2,4,1,0,33,pro,mobile,AR,0
48,786.13,0.651,29,11,0.884,27,0,1,7,1,14,pro,mobile,CL,0
58,1189.97,0.739,45,12,0.624,27,0,3,5,1,27,basic,mobile,UY,0
55,1405.07,0.295,0,2,0.74,1,0,1,1,0,8,free,mobile,AR,0
7,173.89,0.469,48,3,0.734,28,1,3,6,1,17,pro,desktop,AR,1
46,831.23,0.432,14,13,0.874,12,0,3,10,1,23,basic,mobile,PE,0
50,184.98,0.604,31,9,0.68,23,1,1,10,1,29,pro,mobile,AR,0
41,865.11,0.926,58,2,0.824,23,0,1,5,1,16,basic,mobile,UY,0
49,229.47,1.0,38,12,0.444,17,1,3,0,0,32,pro,tablet,AR,1
50,1340.98,0.437,59,1,0.458,22,0,2,10,2,28,free,tablet,AR,1
26,494.44,0.705,36,4,0.357,20,1,0,6,1,38,basic,mobile,UY,1
2,48.0,0.712,12,14,0.818,25,0,1,9,2,1,free,mobile,AR,0
27,339.86,0.678,41,4,0.801,12,0,0,0,0,23,basic,mobile,MX,1
12,104.22,0.68,36,1,0.835,22,0,2,3,0,32,pro,mobile,AR,1
6,117.39,0.661,18,19,0.598,29,0,2,3,1,18,basic,tablet,CO,1
7,124.59,0.938,4,4,0.615,28,0,1,8,1,13,basic,desktop,AR,0
41,617.08,0.82,38,10,0.682,4,0,0,8,2,26,free,desktop,CO,0
30,555.24,0.388,34,16,0.917,14,0,2,8,0,20,free,mobile,UY,1
32,1107.35,0.759,46,19,0.954,15,0,4,4,1,19,basic,desktop,AR,0
44,1012.31,0.778,7,16,0.819,18,1,4,3,1,44,basic,tablet,AR,0
32,777.5,0.663,32,6,0.75,19,0,3,2,0,19,free,tablet,CO,1
37,853.35,0.826,49,17,0.9,25,1,2,3,0,9,basic,mobile,UY,0
5,134.38,0.638,53,0,0.662,15,0,0,1,0,0,basic,mobile,AR,1
51,859.84,0.64,56,6,0.641,21,0,2,9,1,5,free,tablet,UY,0
26,147.46,0.624,12,3,0.681,26,0,2,8,2,24,free,mobile,PE,0
9,151.82,0.196,10,10,0.553,3,1,1,8,1,9,basic,mobile,CO,1
48,1097.78,0.584,34,17,0.674,19,1,2,10,1,4,basic,mobile,AR,0
44,535.97,0.466,27,15,0.532,11,0,1,8,0,15,pro,mobile,MX,1
3,50.83,0.363,14,19,0.854,27,0,0,3,1,10,basic,desktop,CO,0
11,152.34,0.887,6,2,0.782,16,0,1,3,0,24,free,desktop,MX,0
0,0.0,0.701,8,15,0.914,18,0,3,1,0,2,pro,desktop,AR,0
16,359.95,0.594,20,14,0.456,22,0,3,8,1,44,free,mobile,MX,1
5,109.55,0.487,44,9,0.985,7,0,0,10,2,41,basic,tablet,PE,0
42,912.64,0.659,3,1,0.464,16,2,4,8,1,39,basic,mobile,CL,0
31,551.07,0.798,6,2,0.52,23,1,2,5,0,7,pro,mobile,MX,0
58,1112.75,0.435,15,18,0.607,23,0,0,3,1,32,basic,mobile,AR,0
44,479.11,0.599,52,5,0.896,6,0,3,5,1,0,free,desktop,AR,0
36,175.73,0.774,59,12,0.734,25,0,0,3,0,32,basic,desktop,AR,0
30,567.01,0.213,26,18,0.663,4,0,3,1,0,35,free,desktop,CL,1
3,59.83,0.588,2,9,0.581,7,0,3,5,1,12,free,desktop,MX,0
4,101.02,0.514,0,4,0.494,25,1,1,2,0,20,basic,mobile,CO,0
36,987.41,0.573,51,9,0.87,18,1,1,8,2,41,basic,desktop,AR,1
0,0.0,0.5,26,4,0.82,16,0,1,10,2,8,pro,mobile,AR,1
2,24.02,0.628,4,3,0.903,16,0,2,2,0,24,free,desktop,CO,1
13,206.52,0.985,50,16,0.76,29,0,1,0,0,13,basic,desktop,AR,0
53,1106.75,0.535,31,6,0.304,6,0,3,10,0,7,pro,mobile,UY,0
27,896.17,0.658,20,13,0.513,8,1,1,3,1,30,basic,mobile,MX,0
42,1128.98,0.999,27,14,0.77,14,0,3,3,1,42,basic,mobile,UY,0
24,593.19,0.49,13,10,0.645,25,1,1,10,2,25,pro,desktop,CO,0
10,156.73,0.963,55,10,0.616,16,1,2,10,0,22,basic,mobile,UY,1
22,279.42,0.601,47,3,0.535,21,0,1,6,1,24,basic,mobile,MX,1
5,113.67,0.956,11,10,0.842,24,0,2,1,0,6,pro,desktop,AR,0
46,524.22,0.75,44,15,0.768,26,0,0,8,2,9,free,mobile,CO,0
11,182.26,0.661,10,3,0.775,13,0,1,8,1,33,free,mobile,AR,0
22,380.85,0.587,27,4,0.605,13,0,5,5,1,26,basic,desktop,MX,1
58,1598.33,0.475,44,13,0.726,2,1,3,6,0,10,free,mobile,AR,0
35,555.51,0.615,2,19,0.499,2,0,3,6,1,0,free,mobile,CO,0
27,90.84,0.779,43,7,0.681,14,0,4,7,1,8,free,desktop,CO,1
32,672.85,0.597,13,16,0.321,22,0,4,6,3,22,basic,mobile,PE,0
47,648.88,0.537,41,3,0.465,25,0,1,11,3,12,basic,mobile,AR,0
15,273.84,0.55,29,11,0.652,12,0,1,0,0,32,pro,mobile,UY,1
38,664.23,0.798,1,18,1.0,17,0,1,0,0,26,free,desktop,CO,0
52,850.6,0.845,45,8,0.43,24,0,0,1,0,6,basic,mobile,AR,0
34,773.23,0.467,15,10,0.513,9,0,0,1,0,13,free,desktop,AR,0
26,228.87,0.466,57,3,0.733,4,1,2,5,1,1,free,desktop,AR,1
8,119.18,0.676,50,10,0.965,27,2,0,0,0,1,basic,mobile,AR,1
14,309.46,0.906,11,11,0.73,16,0,0,2,0,33,free,mobile,MX,0
56,801.67,0.829,36,19,0.805,4,0,0,6,1,17,basic,mobile,AR,0
32,267.11,0.35,21,4,0.649,7,1,2,10,2,39,basic,desktop,CL,0
18,396.2,0.547,36,7,0.623,9,0,1,9,1,10,basic,mobile,MX,0
25,618.46,0.414,33,12,0.712,6,0,2,2,0,14,basic,desktop,CL,0
34,602.82,0.546,17,18,0.601,13,1,0,0,0,23,pro,desktop,PE,0
32,199.52,0.921,39,4,0.809,24,1,1,8,0,12,free,mobile,AR,0
41,911.67,0.315,15,13,0.459,22,0,0,9,3,20,pro,desktop,MX,0
15,120.61,0.276,54,17,0.833,27,0,2,11,1,5,free,mobile,PE,1
38,754.41,0.434,56,12,0.706,25,0,1,5,0,3,basic,desktop,AR,0
26,329.56,0.657,9,8,0.668,9,0,2,0,0,38,pro,mobile,CL,0
56,618.29,0.724,43,4,0.454,1,0,4,11,3,11,free,mobile,PE,1
9,138.14,0.687,55,5,0.553,4,1,2,3,1,4,pro,desktop,CL,1
8,135.2,0.835,7,1,0.88,23,0,1,4,0,12,basic,mobile,PE,0
27,381.64,0.247,44,3,0.669,10,0,2,4,0,18,pro,desktop,UY,1
30,645.97,0.838,56,8,0.742,21,0,0,11,1,21,free,desktop,AR,1
41,628.27,0.538,13,2,0.568,13,0,3,4,0,34,basic,desktop,CO,1
24,573.15,0.746,34,0,0.696,26,1,0,6,0,36,free,mobile,MX,0
54,1063.1,0.335,47,13,0.494,15,1,1,6,1,13,free,desktop,UY,1
28,386.81,0.601,20,1,0.715,27,0,0,11,0,9,basic,desktop,MX,1
7,89.63,0.647,14,2,0.756,7,1,2,11,3,5,basic,mobile,CO,0
7,56.81,0.831,23,11,0.748,23,0,1,7,2,7,basic,mobile,AR,0
58,1145.18,0.283,20,18,0.564,15,0,2,1,0,1,basic,desktop,MX,0
8,126.98,0.606,43,14,0.649,5,1,2,4,0,0,pro,mobile,CO,1
56,210.94,0.383,22,0,0.781,7,1,2,7,1,18,basic,mobile,UY,0
16,236.57,0.701,22,3,0.668,9,0,2,9,1,27,free,tablet,AR,1
5,62.97,0.755,56,14,0.657,4,0,3,9,2,36,pro,mobile,AR,1
18,494.17,0.857,34,14,0.986,28,1,1,5,1,14,basic,tablet,UY,0
36,280.2,0.493,55,7,0.557,6,1,0,8,2,13,free,mobile,MX,1
25,233.8,0.785,42,18,0.862,17,1,1,3,1,30,basic,mobile,AR,1
47,1159.01,0.872,53,17,0.527,17,0,1,7,1,28,free,mobile,CL,0
36,941.06,0.271,11,14,0.798,16,1,0,5,0,31,pro,mobile,PE,0
24,324.72,0.722,56,14,0.806,18,1,2,8,0,7,free,desktop,UY,0
38,539.88,0.792,56,15,0.623,27,0,1,10,3,2,basic,desktop,AR,0
58,1258.45,0.548,2,2,0.517,29,0,0,9,2,24,basic,desktop,CO,0
24,96.9,0.358,21,14,0.404,26,2,3,8,1,18,pro,mobile,CL,1
9,61.5,0.789,24,18,0.608,13,1,2,9,2,11,basic,tablet,AR,0
24,391.57,0.36,25,4,0.779,21,0,0,2,0,43,pro,desktop,CO,1
50,1364.97,0.564,46,0,0.538,5,0,0,2,0,7,basic,mobile,AR,0
13,200.01,0.592,41,7,0.715,26,0,2,10,1,12,free,mobile,CL,1
56,1041.91,0.743,12,5,0.479,5,0,0,6,2,33,basic,mobile,AR,0
35,868.1,0.475,36,18,0.665,3,0,0,5,0,23,basic,mobile,AR,0
36,1103.09,0.463,58,8,0.528,24,0,4,7,0,10,free,desktop,AR,0
19,276.24,0.62,26,13,0.688,22,0,2,0,0,24,basic,tablet,UY,0
55,984.44,0.801,55,19,0.625,4,0,2,1,0,18,free,mobile,CL,0
2,57.86,1.0,38,15,0.521,28,2,3,1,0,11,pro,mobile,MX,0
17,150.74,0.299,55,14,0.601,3,1,0,6,1,30,basic,mobile,AR,1
25,604.14,0.663,54,19,0.56,1,0,1,0,0,35,free,desktop,PE,1
28,332.92,0.383,1,13,0.503,28,0,1,0,0,3,basic,desktop,MX,0
28,521.22,0.804,48,4,0.862,6,0,3,8,1,0,pro,mobile,UY,1
8,132.35,0.412,11,14,0.646,7,1,3,8,2,40,pro,mobile,AR,0
13,159.28,0.465,49,6,0.37,23,0,0,3,1,10,pro,tablet,MX,1
5,60.51,0.482,48,6,0.607,18,0,2,8,0,3,pro,mobile,AR,1
34,668.39,0.585,15,12,0.837,15,0,1,1,0,26,free,mobile,AR,1
21,503.44,0.665,3,6,0.586,29,0,1,4,0,14,basic,desktop,MX,0
33,568.31,0.697,25,0,0.925,2,0,0,4,0,41,basic,tablet,CO,0
35,644.72,0.599,18,19,0.572,27,0,3,4,1,43,pro,desktop,AR,0
42,899.94,0.334,33,11,0.776,8,1,0,10,2,0,free,desktop,CO,0
32,389.45,0.746,4,13,0.855,18,0,1,0,0,8,basic,desktop,MX,0
38,852.65,0.589,2,16,0.768,9,0,3,7,1,27,free,mobile,CL,0
35,802.06,0.832,26,12,0.494,8,0,5,3,0,15,pro,desktop,CO,0
39,1311.25,0.458,46,12,0.559,9,0,3,5,0,0,free,desktop,MX,1
36,566.76,0.28,18,15,0.876,16,0,1,2,0,20,pro,mobile,UY,0
18,274.53,0.593,19,5,0.579,26,1,1,8,0,28,pro,desktop,CO,0
14,316.59,0.859,9,16,0.846,3,1,1,0,0,44,free,mobile,PE,0
47,1076.99,0.632,16,14,0.635,19,0,2,0,0,18,pro,desktop,AR,0
20,295.79,0.56,17,3,0.721,25,0,0,3,1,35,free,mobile,CO,1
32,498.59,0.426,15,2,0.492,22,0,1,10,1,19,basic,mobile,UY,0
11,233.71,0.952,20,17,0.609,29,0,1,0,0,30,free,desktop,AR,0
25,325.86,0.394,17,17,0.569,0,0,4,2,0,43,basic,mobile,CL,0
31,481.64,0.455,40,19,0.734,10,0,2,5,0,36,free,mobile,PE,1
